index,predicate,diversified_predicate
9320,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())",_msgSender()==owner
1081,"success&&(data.length==0||abi.decode(data,(bool)))",success
7078,a>=0,(a>=0) || (false)
178,!_exists(tokenId),!(!_exists(tokenId))
3230,!launchError||_accept[msg.sender]+_refuse[msg.sender]>0,!launchError
3557,_contributions[beneficiary]<=_caps[beneficiary],(_contributions[beneficiary]<=_caps[beneficiary]) || (block.number > 0)
9104,"IERC20(fETH).transferFrom(msg.sender,address(this),tokens)","(IERC20(fETH).transferFrom(msg.sender,address(this),tokens)) || (a < b)"
4678,spender!=address(0),(spender!=address(0)) && (msg.value == 0)
664,balanceOf[src]>=wad,(balanceOf[src]>=wad) && (a > b)
6708,bytes(_description).length>0,(bytes(_description).length>0) || (block.number > 0)
3991,newOwner!=address(0),(newOwner!=address(0)) || (block.number > 0)
6191,address(this).balance>=amount,address(this).balance>=amount
5050,_value<=allowances[_from][msg.sender],(_value<=allowances[_from][msg.sender]) || (a < b)
4820,enabled,(enabled) || (false)
6366,address(this).balance>=amount,address(this).balance<amount
9652,c/a==b,c/a!=b
8935,_value<=balances[_from],_value<=balances[_from]
5245,_shares[account]==0,_shares[account]==0
7706,msg.sender==owner,msg.sender==owner
3920,state!=State.Refunding,state!=State.Refunding
8370,c/a==b,(c/a==b) && (msg.value == 0)
4482,!isFinalized,(!isFinalized) && (msg.value == 0)
7333,amount>0,(amount>0) && (true)
2500,_msgSender()==rewardDistribution,(_msgSender()==rewardDistribution) || (block.number > 0)
8021,!safeguard,!safeguard
2453,_amount>0,_amount>0
9745,to!=address(0),to!=address(0)
1220,!tradingOpen,!tradingOpen
6595,b>0,(b>0) && (msg.sender != address(0))
7338,amount<=maxTransactionAmount,(amount<=maxTransactionAmount) && (true)
9227,state==LendingState.AcceptingContributions||state==LendingState.AwaitingReturn,(state==LendingState.AcceptingContributions||state==LendingState.AwaitingReturn) && (a > b)
7175,currentImplementation!=implementation,(currentImplementation!=implementation) || (a < b)
8339,msg.sender==newOwner,msg.sender==newOwner
1643,msg.sender==beneficiary,(msg.sender==beneficiary) && (msg.sender != address(0))
8896,"hasRole(MINTER_ROLE,_msgSender())","(hasRole(MINTER_ROLE,_msgSender())) && (a > b)"
7694,presaleStatus()==2,presaleStatus()!=2
4131,feeFactor<=30,feeFactor<=30
3777,"isAuthorized(msg.sender,msg.sig)","!(isAuthorized(msg.sender,msg.sig))"
4283,isOwner(),isOwner()
9038,_value<=balances[msg.sender],(_value<=balances[msg.sender]) && (a > b)
8684,maxAmountsIn.length==_tokens.length,maxAmountsIn.length==_tokens.length
5972,account!=address(0),account!=address(0)
5633,isLoaner(msg.sender),(isLoaner(msg.sender)) || (block.number > 0)
8315,to!=address(0),to!=address(0)
7722,balanceOf[_to]+_value>=balanceOf[_to],balanceOf[_to]+_value>=balanceOf[_to]
909,a==0||c/a==b,a!=0||c/a!=b
2331,positionData.withdrawalRequestPassTimestamp!=0&&positionData.withdrawalRequestPassTimestamp<=getCurrentTime(),(positionData.withdrawalRequestPassTimestamp!=0&&positionData.withdrawalRequestPassTimestamp<=getCurrentTime()) || (a < b)
191,collection<collections.length,collection>=collections.length
3120,owner!=address(0),(owner!=address(0)) || (false)
3989,spender!=address(0),spender!=address(0)
1567,_hash==calculateHash(_pendingWhitelistAddition),_hash==calculateHash(_pendingWhitelistAddition)
3831,_isExcluded[account],!(_isExcluded[account])
4029,balanceOf[_from]>=_value,balanceOf[_from]>=_value
4616,owner!=address(0),owner!=address(0)
484,"_checkOnERC721Received(address(0),to,tokenId,_data)","_checkOnERC721Received(address(0),to,tokenId,_data)"
1078,deadline>=block.timestamp,deadline>=block.timestamp
4819,tokenContract.balanceOf(this)>=amount,tokenContract.balanceOf(this)>=amount
4641,ownerMintedCount+_mintAmount<=nftPerAddressLimit,(ownerMintedCount+_mintAmount<=nftPerAddressLimit) || (block.number > 0)
2152,spender!=address(0),spender==address(0)
1126,redeemerHoldsTdt||!preTerm,!(redeemerHoldsTdt||!preTerm)
1652,_revocable!=Revocability.NotSet,(_revocable!=Revocability.NotSet) || (a < b)
4148,"from==_msgSender()||isApprovedForAll(from,_msgSender())","(from==_msgSender()||isApprovedForAll(from,_msgSender())) || (a < b)"
4792,msg.sender==ceoAddress,msg.sender==ceoAddress
1326,stakedNullifierHashes[msg.sender][_nullifierHash],(stakedNullifierHashes[msg.sender][_nullifierHash]) || (a < b)
2856,tokenAmountOut!=0,tokenAmountOut!=0
9890,distributor_!=address(0),distributor_==address(0)
2806,msg.sender!=_admin(),(msg.sender!=_admin()) && (a > b)
9694,to!=address(0),(to!=address(0)) || (a < b)
2764,c>=a,(c>=a) || (false)
4300,balanceOf[_to].add(_value)>balanceOf[_to],(balanceOf[_to].add(_value)>balanceOf[_to]) || (a < b)
7206,spender!=address(0),spender==address(0)
5634,isRewarder(msg.sender),isRewarder(msg.sender)
5536,c/a==b,c/a==b
5087,balances[_address][_id]>=_amount,(balances[_address][_id]>=_amount) || (msg.value > 0)
522,publicKey.length!=0,(publicKey.length!=0) && (msg.sender != address(0))
6170,users[msg.sender].isExist,!(users[msg.sender].isExist)
45,_blacklist[account]==true,(_blacklist[account]==true) && (a > b)
2698,account!=address(0),account!=address(0)
6848,owner!=address(0),(owner!=address(0)) && (msg.value == 0)
600,_tokenAddress!=address(0x0),_tokenAddress!=address(0x0)
9389,_governance==address(0),_governance==address(0)
4317,amount>0,amount>0
5696,isWhitelisted(msg.sender),isWhitelisted(msg.sender)
1874,amount>0,amount>0
7931,synth!=address(0),synth!=address(0)
7089,account!=address(0),account==address(0)
5041,spender!=address(0),(spender!=address(0)) || (block.number > 0)
65,b>0,b>0
3941,owner!=address(0),owner!=address(0)
9623,"REWARD.getReward(address(this),shouldClaimExtras)","(REWARD.getReward(address(this),shouldClaimExtras)) && (msg.value == 0)"
1098,!_d.inSignerLiquidation(),(!_d.inSignerLiquidation()) || (false)
1074,success,!(success)
3824,_previousOwner==msg.sender,(_previousOwner==msg.sender) || (block.number > 0)
1991,msg.sender==owner,msg.sender!=owner
9708,initialTokenGenerationFinish==false,initialTokenGenerationFinish!=false
1627,amount!=0,amount!=0
7636,_to!=address(0),_to==address(0)
5244,shares_>0,(shares_>0) || (a < b)
3872,balances[newSeller]==0,(balances[newSeller]==0) && (a > b)
1187,_pubkey.length==64,_pubkey.length!=64
4568,ownerOf(NFTOne)==msg.sender&&ownerOf(NFTTwo)==msg.sender&&ownerOf(NFTThree)==msg.sender,(ownerOf(NFTOne)==msg.sender&&ownerOf(NFTTwo)==msg.sender&&ownerOf(NFTThree)==msg.sender) || (msg.value > 0)
9017,nonce==nonces[signatory]++,(nonce==nonces[signatory]++) && (msg.value == 0)
2403,"hasRole(MINTER_ROLE,_msgSender())","!(hasRole(MINTER_ROLE,_msgSender()))"
4315,_id<=playerNum&&_id>0,_id<=playerNum
3720,"_isApprovedOrOwner(_msgSender(),tokenId)","(_isApprovedOrOwner(_msgSender(),tokenId)) && (a > b)"
3782,!address(msg.sender).isContract()&&msg.sender==tx.origin,!address(msg.sender).isContract()&&msg.sender!=tx.origin
8654,msg.sender==controller,msg.sender!=controller
1694,adminContractAddress!=address(0),adminContractAddress==address(0)
2865,spotPriceAfter<=maxPrice,spotPriceAfter<=maxPrice
6697,_new.length==3,(_new.length==3) && (a > b)
2073,msg.sender==owner,(msg.sender==owner) || (msg.value > 0)
8389,spender!=address(0),(spender!=address(0)) && (true)
3168,msg.sender==owner,msg.sender==owner
9431,msg.sender==gov,msg.sender==gov
5974,spender!=address(0),spender!=address(0)
6869,"ecrecover(_getDigest(keccak256(abi.encode(PERMIT_SIGNATURE_HASH,owner_,spender,value,nonces[owner_]++,deadline))),v,r,s)==owner_","(ecrecover(_getDigest(keccak256(abi.encode(PERMIT_SIGNATURE_HASH,owner_,spender,value,nonces[owner_]++,deadline))),v,r,s)==owner_) && (msg.value == 0)"
3003,_amount<=balances[msg.sender],_amount<=balances[msg.sender]
6996,"keccak256(abi.encodePacked(address(this),_user,networkId,_ids,_grades))==_hashmessage","keccak256(abi.encodePacked(address(this),_user,networkId,_ids,_grades))!=_hashmessage"
9820,_paused,(_paused) && (a > b)
1479,_value<=allowed[_from][msg.sender],_value<=allowed[_from][msg.sender]
1710,!_isPaused(role),(!_isPaused(role)) || (msg.value > 0)
7273,localCounter==transactionNumber,(localCounter==transactionNumber) && (a > b)
1721,b<=a,(b<=a) && (msg.value == 0)
1106,_d.inRedeemableState(),!(_d.inRedeemableState())
6772,controler==address(0),(controler==address(0)) && (msg.value == 0)
7756,_value<=balances[_from],_value<=balances[_from]
7912,holder!=address(this)&&holder!=pair,holder==address(this)&&holder==pair
7676,isAdmin(msg.sender)||isGovernance(msg.sender),!(isAdmin(msg.sender)||isGovernance(msg.sender))
4475,remainingAdvisorSupply>=valueToken,remainingAdvisorSupply<valueToken
120,numVests<=vestingLMRewards[msg.sender][token].length,numVests<=vestingLMRewards[msg.sender][token].length
7857,token.totalSupply()<preICOhardcap,token.totalSupply()<preICOhardcap
2092,msg.sender==owner,msg.sender!=owner
2823,swapFee<=MAX_FEE,(swapFee<=MAX_FEE) || (block.number > 0)
8636,c>=a,c>=a
6640,_lp_addr!=address(0),_lp_addr!=address(0)
4593,operator!=_msgSender(),operator==_msgSender()
999,success,(success) && (a > b)
6813,_owner==_msgSender(),_owner!=_msgSender()
4577,EarlySaleGoldSupply+PreSaleGoldSupply+SaleBatchOneGoldSupply+SaleBatchTwoGoldSupply==100,EarlySaleGoldSupply+PreSaleGoldSupply+SaleBatchOneGoldSupply+SaleBatchTwoGoldSupply==100
7897,amount<=_maxTxAmount,(amount<=_maxTxAmount) || (block.number > 0)
2166,amount<=totalRemaining,amount>totalRemaining
1369,tAmount<=_tTotal,tAmount>_tTotal
7204,account!=address(0),account==address(0)
9488,requesters[msg.sender].authorized,requesters[msg.sender].authorized
5166,_isOnAuction(auction),_isOnAuction(auction)
9446,(b>=0&&c<=a)||(b<0&&c>a),((b>=0&&c<=a)||(b<0&&c>a)) || (false)
7096,newStakingFee.add(delegateFee)<=10_000,newStakingFee.add(delegateFee)<=10_000
5167,_isOnAuction(auction),(_isOnAuction(auction)) && (a > b)
2812,swapFee>=MIN_FEE,(swapFee>=MIN_FEE) && (msg.value == 0)
9522,value>=-2**15&&value<2**15,(value>=-2**15&&value<2**15) || (msg.value > 0)
8375,account!=address(0),(account!=address(0)) && (msg.sender != address(0))
3917,goalReached(),goalReached()
4166,owner()==_msgSender(),owner()!=_msgSender()
2547,"_takerWallet.updateBalance(makerOfferToken,_toTakerAmount,false)","(_takerWallet.updateBalance(makerOfferToken,_toTakerAmount,false)) && (msg.value == 0)"
3793,address(this).balance>=value,address(this).balance>=value
6445,_value<=balances[_from],_value<=balances[_from]
1431,_msgSender()!=owner(),(_msgSender()!=owner()) && (a > b)
9093,msg.sender==src||amt<=_allowance[src][msg.sender],msg.sender==src&&amt<=_allowance[src][msg.sender]
5866,_from==_to||balances[_to]<=MAX_UINT256-_value,_from==_to&&balances[_to]<=MAX_UINT256-_value
5227,"isApprovedForAll(from,_msgSender())","(isApprovedForAll(from,_msgSender())) || (a < b)"
158,_royalties[i].account!=address(0x0),_royalties[i].account==address(0x0)
9268,account!=address(0),account!=address(0)
2195,_getCollateralWhitelist().isOnWhitelist(address(currency)),!(_getCollateralWhitelist().isOnWhitelist(address(currency)))
6284,vars.userCollateralBalanceETH>0,(vars.userCollateralBalanceETH>0) && (msg.value == 0)
6715,"IERC20(polyToken).transferFrom(msg.sender,owner(),polySetupCost)","IERC20(polyToken).transferFrom(msg.sender,owner(),polySetupCost)"
3458,msg.sender==beneficiary,msg.sender==beneficiary
313,spender!=address(0),spender!=address(0)
5113,msg.sender==minterAddress,(msg.sender==minterAddress) && (msg.sender != address(0))
7545,quantity*publicMintPrice==msg.value,quantity*publicMintPrice==msg.value
5394,"feeBurnerContract.handleFees(weiAmount,rateResult.reserve1,tradeInput.walletId)","(feeBurnerContract.handleFees(weiAmount,rateResult.reserve1,tradeInput.walletId)) && (true)"
2622,_vaultFactorySet.remove(factory),!(_vaultFactorySet.remove(factory))
8430,"hx.transfer(customer,totalShare)","hx.transfer(customer,totalShare)"
3075,"currencyToken.transfer(msg.sender,amountToReturn)","(currencyToken.transfer(msg.sender,amountToReturn)) && (msg.sender != address(0))"
7624,b<=a,b<=a
5254,!auctionSellerRedeemed[_seller][_sellerNonce],(!auctionSellerRedeemed[_seller][_sellerNonce]) && (true)
3105,c/a==b,c/a!=b
4810,creator==msg.sender,creator==msg.sender
2615,_lockSet.contains(lockID),(_lockSet.contains(lockID)) && (true)
6684,series[sid].numMint+1<=series[sid].maxMint,series[sid].numMint+1<=series[sid].maxMint
3832,owner!=address(0),(owner!=address(0)) || (block.number > 0)
5548,_balances[from]<=value,(_balances[from]<=value) || (false)
2813,swapFee<=MAX_FEE,(swapFee<=MAX_FEE) || (false)
3495,!bots[from]&&!bots[to],(!bots[from]&&!bots[to]) && (true)
8025,spender!=address(0),spender==address(0)
5047,_value<=allowances[_from][msg.sender],(_value<=allowances[_from][msg.sender]) && (a > b)
3852,msg.sender==owner,msg.sender==owner
377,address(authorizations[authVersion+uint256(msg.sender)])==msg.sender,address(authorizations[authVersion+uint256(msg.sender)])!=msg.sender
2248,msg.sender==governor,msg.sender==governor
2294,_checkPositionCollateralization(positionData),_checkPositionCollateralization(positionData)
3745,index<transactions.length,index>=transactions.length
8671,msg.sender==controller,(msg.sender==controller) && (msg.sender != address(0))
7203,account!=address(0),account!=address(0)
6992,y==0||(z=x*y)/y==x,y==0
6654,auctionState!=AuctionStates.Ended,auctionState!=AuctionStates.Ended
6062,block.timestamp>=startTime,block.timestamp>=startTime
4885,spender!=address(0),spender!=address(0)
3853,sender!=address(0),sender!=address(0)
3647,block.timestamp>_endOfLockUp,block.timestamp<=_endOfLockUp
1146,tbtcDepositToken.exists(uint256(msg.sender)),tbtcDepositToken.exists(uint256(msg.sender))
4573,saleEnableBatchOne!=status,(saleEnableBatchOne!=status) && (a > b)
462,"!has(role,account)","!(!has(role,account))"
2315,depositBoxData.requestPassTimestamp!=0,(depositBoxData.requestPassTimestamp!=0) && (true)
5340,success,(success) && (true)
9874,b>0,(b>0) || (false)
837,balances[msg.sender]>=_value,(balances[msg.sender]>=_value) && (msg.value == 0)
2483,Address.isContract(assetId),(Address.isContract(assetId)) || (a < b)
7944,balanceOf(msg.sender)>=_fundTokenAmount,balanceOf(msg.sender)>=_fundTokenAmount
7263,fundingToken.balanceOf(address(this)).sub(tokensOwed)==balanceBefore,fundingToken.balanceOf(address(this)).sub(tokensOwed)!=balanceBefore
4922,owner!=address(0),owner!=address(0)
4611,address(this).balance>=value,(address(this).balance>=value) || (a < b)
6340,amount<11,(amount<11) || (false)
6456,!frozenAccount[msg.sender],!frozenAccount[msg.sender]
7450,"Token(lockedToken[_id].tokenAddress).transfer(msg.sender,lockedToken[_id].tokenAmount)","Token(lockedToken[_id].tokenAddress).transfer(msg.sender,lockedToken[_id].tokenAmount)"
5423,msg.sender==address(manager),(msg.sender==address(manager)) && (true)
2382,newOwner!=address(0),newOwner==address(0)
7983,msg.sender==creator,msg.sender!=creator
9710,owner!=address(0),owner!=address(0)
3912,totalTokensSold.add(_tokenAmount)<=hardCap,totalTokensSold.add(_tokenAmount)<=hardCap
5412,srcQty*quantityFactor<=MAX_QTY,srcQty*quantityFactor<=MAX_QTY
4933,msg.sender==governance,msg.sender==governance
9407,c/a==b,c/a!=b
2735,owner!=address(0),owner==address(0)
773,!margin.isPositionCalled(POSITION_ID),!margin.isPositionCalled(POSITION_ID)
2761,sqrtPriceX96>=MIN_SQRT_RATIO&&sqrtPriceX96<MAX_SQRT_RATIO,(sqrtPriceX96>=MIN_SQRT_RATIO&&sqrtPriceX96<MAX_SQRT_RATIO) && (true)
3463,_value<=balances[msg.sender],_value>balances[msg.sender]
5604,isWhitelisted(token),isWhitelisted(token)
2620,duration!=0,duration!=0
9403,eta==0,eta==0
3892,canRefund(),(canRefund()) && (true)
921,addedValue<=balances[msg.sender].sub(allowed[msg.sender][spender]),(addedValue<=balances[msg.sender].sub(allowed[msg.sender][spender])) || (msg.value > 0)
4413,_currentHolidazeUrlKey>1,_currentHolidazeUrlKey<=1
3598,status==Status.Funded,status!=Status.Funded
4499,address(this).balance>=value,address(this).balance<value
8941,address(this).balance>=amount,address(this).balance>=amount
8817,_to!=address(0),_to==address(0)
8514,z>=_x,(z>=_x) && (a > b)
3326,ok,(ok) || (block.number > 0)
3737,sender!=address(0),sender==address(0)
3653,msg.sender==creator,msg.sender==creator
1140,_undercollateralizedThresholdPercent>_severelyUndercollateralizedThresholdPercent,(_undercollateralizedThresholdPercent>_severelyUndercollateralizedThresholdPercent) || (a < b)
2800,_newAdmin!=address(0),(_newAdmin!=address(0)) && (msg.sender != address(0))
9557,recipient!=address(0),(recipient!=address(0)) || (false)
1863,round>0&&round<=totalTgeCount,round>0
5836,0<_value,(0<_value) || (block.number > 0)
3273,spender!=address(0),spender!=address(0)
4649,b>0,b>0
7781,pausedTimestamp!=0,(pausedTimestamp!=0) && (a > b)
8973,"msg.sender==getAddress(""admin"")","(msg.sender==getAddress(""admin"")) && (a > b)"
7098,balanceOf(msg.sender)!=uint256(0),balanceOf(msg.sender)==uint256(0)
9879,_supply>0,_supply>0
734,openTx.maxDuration>0,(openTx.maxDuration>0) || (msg.value > 0)
1861,round==calcRound+1,round==calcRound+1
7433,_amount>0,_amount<=0
1138,_initialCollateralizedPercent>100,_initialCollateralizedPercent>100
359,msg.value==boostCost,msg.value==boostCost
9792,_mintAmount>0,(_mintAmount>0) || (block.number > 0)
5033,account_!=address(0),(account_!=address(0)) || (msg.value > 0)
9527,balanceOf[_from]>=_value,(balanceOf[_from]>=_value) && (true)
6558,address(this).balance>=value,(address(this).balance>=value) && (msg.sender != address(0))
